_id,BUSINESS_TYPE_ID,BUSINESS_TYPE_DESC,FUEL_DISTRIBUTION_COMPANY_ID,FUEL_DISTRIBUTION_COMPANY_DESC,LPG_DISTRIBUTION_COMPANY_ID,LPG_DISTRIBUTION_COMPANY_DESC,FACILITY_TYPE_ID,FACILITY_TYPE_DESC,COUNTY_UAVT_CODE,COUNTY_NAME,NEIGHBORHOOD_UAVT_CODE,NEIGHBORHOOD_NAME,LATITUDE,LONGTITUDE
665,2,Akaryakıt Lpg,9,LukOil,3,Akpet Gaz,1,Aktif,2049,ATAŞEHİR,40531,KÜÇÜKBAKKALKÖY,40.98103833,29.13111308
666,1,Akaryakıt,14,Termopet Akaryakıt,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,191847,BEYCİLER,41.23063559,28.11426707
667,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1325,EYÜPSULTAN,40365,MERKEZ,41.05667261,28.939119
668,1,Akaryakıt,10,Opet,34,Petgaz,1,Aktif,1852,ÜMRANİYE,40741,YUKARI DUDULLU,41.01414594,29.16373448
669,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2005,BAHÇELİEVLER,40184,ÇOBANÇEŞME,41.00099729,28.82271767
670,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.03602095,28.6240577
671,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1782,BÜYÜKÇEKMECE,99334,ÇAKMAKLI,41.06395049,28.6219796
672,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2053,ESENYURT,40858,SAADETDERE,41.00935027,28.70135904
673,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1325,EYÜPSULTAN,40379,GÖKTÜRK MERKEZ,41.17927948,28.88399551
674,2,Akaryakıt Lpg,24,Bpet,49,Bpet,1,Aktif,1659,ŞİLE,191889,MEŞRUTİYET,41.16792395,29.56129221
675,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,2053,ESENYURT,40858,SAADETDERE,41.00012885,28.6951154
676,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,40.87370848,29.26604853
677,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40207,ALTINTEPSİ,41.04267971,28.89604688
678,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40207,ALTINTEPSİ,41.03651323,28.89363037
679,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,40789,BURHANİYE,41.02421121,29.05469689
680,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1327,FATİH,99127,AKSARAY,41.00370175,28.94995966
681,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2051,BEYLİKDÜZÜ,40894,YAKUPLU,41.0047102,28.66441315
682,2,Akaryakıt Lpg,5,BP,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98695,MADENLER,41.00793467,29.18071075
683,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,40748,ATAKENT,41.0227853,29.1096133
684,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2049,ATAŞEHİR,40795,FETİH,41.00151354,29.07805502
685,2,Akaryakıt Lpg,9,LukOil,3,Akpet Gaz,1,Aktif,2014,SULTANBEYLİ,40950,MEHMET AKİF,40.96435042,29.27415361
686,2,Akaryakıt Lpg,10,Opet,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40888,MURAT ÇESME,41.01262049,28.53723371
687,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40576,FATİH,40.95854245,29.21479814
688,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2004,BAĞCILAR,40175,GÖZTEPE,41.06025487,28.8411575
689,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1325,EYÜPSULTAN,40362,DÜĞMECİLER,41.04574924,28.93140871
690,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,41.04501043,28.82303359
691,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40927,ALİPAŞA,41.10731249,28.22173863
692,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2015,TUZLA,40726,TEPEÖREN,40.94263139,29.37344999
693,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,40.97919989,29.10475127
694,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40199,ŞENLİKKÖY,40.97264735,28.78982828
695,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1604,SARIYER,40672,PINAR,41.10851251,29.02328986
696,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01743535,28.56224986
697,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,40788,BULGURLU,41.01459555,29.07573056
698,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1186,BEYOĞLU,40305,ÖRNEKTEPE,41.05692589,28.95109131
699,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1835,PENDİK,40636,HARMANDERE,40.92669114,29.31750646
700,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40212,KOCATEPE,41.05010145,28.89979986
701,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,40.93139349,29.12881027
702,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1449,KARTAL,40559,ESENTEPE,40.91212164,29.19191256
703,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40472,SULTANÇİFTLİĞİ,41.093558,28.86348523
704,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40519,MERDİVENKÖY,40.99066123,29.07682169
705,2,Akaryakıt Lpg,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,2012,MALTEPE,40608,ÇINAR,40.94776756,29.1234393
706,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40846,CUMHURİYET,41.0243886,28.62363627
707,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1421,KADIKÖY,40509,ACIBADEM,41.0031846,29.03408572
708,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,2053,ESENYURT,181522,KOZA,41.06871475,28.66075445
709,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40167,YENİMAHALLE,41.03986548,28.83360109
710,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40627,DOĞU,40.88151563,29.24040116
711,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,2016,ESENLER,40349,YAVUZ SELİM,41.03675632,28.88732712
712,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40884,KUMBURGAZ,41.0283927,28.4598228
713,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40175,GÖZTEPE,41.05403682,28.83352668
714,2,Akaryakıt Lpg,12,Petrol Ofisi,36,Petro Gaz,1,Aktif,2012,MALTEPE,40614,CEVİZLİ,40.92404171,29.15102638
715,2,Akaryakıt Lpg,5,BP,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,41.0366427,28.79714928
716,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,41.25586386,28.03628635
717,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,41.00105092,28.61802638
718,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40624,BÜYÜKBAKKALKÖY,40.98060433,29.22024278
719,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40159,İNÖNÜ,41.02743229,28.84747155
720,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40758,ÖMERLİ,41.08802801,29.34381762
721,1,Akaryakıt,25,Starpet,-99,Bilinmiyor,1,Aktif,2016,ESENLER,40347,MENDERES,41.04137304,28.88090155
722,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2010,GÜNGÖREN,40162,MERKEZ,41.02977568,28.86348697
723,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,41.04460254,28.82071922
724,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,40.93971866,29.13335023
725,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.03699088,28.62478209
726,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2054,SANCAKTEPE,40761,KEMAL TÜRKLER,41.00390425,29.21688436
727,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1659,ŞİLE,191885,KIZILCA,41.16743031,29.54177093
728,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,2055,SULTANGAZİ,40356,ESKİ HABİPLER,41.13196351,28.82696282
729,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,38,Shell-Turcas Petrol,1,Aktif,1325,EYÜPSULTAN,,,41.19566588,28.82221018
730,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1663,ŞİŞLİ,,,,
